method,path,authentication_boundary,mapped_feature_id,mapped_action,action_rule_present,interface_disposition,authorization_evidence,source_aliases,source
POST,/radio/streams/now-playing,authenticated-root,studio.live-sessions,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RadioAPI,tdf-hq/src/TDF/API/Radio.hs:16
POST,/radio/streams/refresh-metadata,authenticated-root,studio.live-sessions,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RadioAPI,tdf-hq/src/TDF/API/Radio.hs:16
POST,/radio/transmissions,authenticated-root,studio.live-sessions,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RadioAPI,tdf-hq/src/TDF/API/Radio.hs:16
GET,/receipts,authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ReceiptAPI,tdf-hq/src/TDF/API.hs:348
POST,/receipts,authenticated-root,finance.payments,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ReceiptAPI,tdf-hq/src/TDF/API.hs:348
GET,/receipts/{receiptId},authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ReceiptAPI,tdf-hq/src/TDF/API.hs:348
POST,/referrals/claim,public-root,technical.course-registration,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > AcademyAPI,tdf-hq/src/TDF/Routes/Academy.hs:116
GET,/rooms,authenticated-root,studio.rooms,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RoomsAPI,tdf-hq/src/TDF/API/Rooms.hs:14
POST,/rooms,authenticated-root,studio.rooms,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RoomsAPI,tdf-hq/src/TDF/API/Rooms.hs:14
PATCH,/rooms/{id},authenticated-root,studio.rooms,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RoomsAPI,tdf-hq/src/TDF/API/Rooms.hs:14
GET,/rooms/public,public-root,studio.rooms,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > RoomsPublicAPI,tdf-hq/src/TDF/API/Rooms.hs:11
POST,/seed,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > SeedAPI,tdf-hq/src/TDF/API.hs:472
GET,/service-marketplace/ads,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
POST,/service-marketplace/ads,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
GET,/service-marketplace/ads/{adId}/slots,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
POST,/service-marketplace/ads/{adId}/slots,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
POST,/service-marketplace/bookings,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
POST,/service-marketplace/bookings/{bookingId}/complete,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
POST,/service-marketplace/bookings/{bookingId}/escrow/release,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceMarketplaceAPI,tdf-hq/src/TDF/API.hs:328
GET,/services/catalog,authenticated-root,studio.services,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceCatalogAPI,tdf-hq/src/TDF/API/Services.hs:14
POST,/services/catalog,authenticated-root,studio.services,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceCatalogAPI,tdf-hq/src/TDF/API/Services.hs:14
DELETE,/services/catalog/{id},authenticated-root,studio.services,delete,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceCatalogAPI,tdf-hq/src/TDF/API/Services.hs:14
PATCH,/services/catalog/{id},authenticated-root,studio.services,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ServiceCatalogAPI,tdf-hq/src/TDF/API/Services.hs:14
GET,/services/catalog/public,public-root,studio.services,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceCatalogPublicAPI,tdf-hq/src/TDF/API/Services.hs:11
GET,/services/storefront,public-root,studio.services,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
GET,/services/storefront/{packageId},public-root,studio.services,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
GET,/services/storefront/datafast/status,public-root,studio.services,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/order,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
GET,/services/storefront/order/{orderId},public-root,studio.services,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/order/{orderId}/datafast/checkout,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/order/{orderId}/paypal/create,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/order/{orderId}/revision,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/order/{orderId}/stripe/payment-intent,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
POST,/services/storefront/paypal/capture,public-root,studio.services,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > ServiceStorefrontPublicAPI,tdf-hq/src/TDF/API/ServiceStorefront.hs:19
GET,/session,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > SessionAPI,tdf-hq/src/TDF/API.hs:474
POST,/session/currency-conversions,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > SessionAPI,tdf-hq/src/TDF/API.hs:474
POST,/session/logout,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > SessionAPI,tdf-hq/src/TDF/API.hs:474
GET,/session/preferences,public-root,admin.preferences,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > SessionAPI,tdf-hq/src/TDF/API.hs:474
PUT,/session/preferences,public-root,admin.preferences,edit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > SessionAPI,tdf-hq/src/TDF/API.hs:474
POST,/signup,public-root,technical.auth-login,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > SignupAPI,tdf-hq/src/TDF/API.hs:361
GET,/social-discovery/posts,authenticated-root,social.discovery,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialDiscoveryAPI,tdf-hq/src/TDF/API/SocialDiscoveryAPI.hs:11
PUT,/social-discovery/posts/{postId}/review,authenticated-root,social.discovery,administer,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialDiscoveryAPI,tdf-hq/src/TDF/API/SocialDiscoveryAPI.hs:11
GET,/social-events/artists,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > ArtistsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:406
POST,/social-events/artists,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > ArtistsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:406
DELETE,/social-events/artists/{artistId}/follow,authenticated-root,social,delete,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > ArtistsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:406
POST,/social-events/artists/{artistId}/follow,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > ArtistsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:406
GET,/social-events/artists/{artistId}/followers,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > ArtistsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:406
GET,/social-events/cities,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventCitiesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:379
GET,/social-events/event-sources,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventDiscoverySourcesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:390
POST,/social-events/event-sources,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventDiscoverySourcesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:390
GET,/social-events/events,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:361
POST,/social-events/events,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:361
GET,/social-events/events/{eventId}/budget-lines,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > BudgetRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:516
POST,/social-events/events/{eventId}/budget-lines,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > BudgetRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:516
PUT,/social-events/events/{eventId}/budget-lines/{lineId},authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > BudgetRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:516
GET,/social-events/events/{eventId}/finance-entries,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > FinanceRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:521
POST,/social-events/events/{eventId}/finance-entries,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > FinanceRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:521
PUT,/social-events/events/{eventId}/finance-entries/{entryId},authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > FinanceRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:521
GET,/social-events/events/{eventId}/finance-summary,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > FinanceRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:521
GET,/social-events/events/{eventId}/invitations,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > InvitationsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:419
GET,/social-events/events/{eventId}/live-broadcasts,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > LiveBroadcastsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:435
POST,/social-events/events/{eventId}/live-broadcasts,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > LiveBroadcastsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:435
POST,/social-events/events/{eventId}/live-broadcasts/{broadcastId}/end,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > LiveBroadcastsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:435
POST,/social-events/events/{eventId}/live-broadcasts/{broadcastId}/heartbeat,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > LiveBroadcastsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:435
GET,/social-events/events/{eventId}/logistics,authenticated-root,social.event.logistics,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > LogisticsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:533
GET,/social-events/events/{eventId}/moments,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > MomentsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:428
POST,/social-events/events/{eventId}/moments,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > MomentsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:428
POST,/social-events/events/{eventId}/moments/{momentId}/comments,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > MomentsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:428
POST,/social-events/events/{eventId}/moments/{momentId}/reactions,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > MomentsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:428
POST,/social-events/events/{eventId}/moments/image,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > MomentsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:428
GET,/social-events/events/{eventId}/promo-codes,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/promo-codes,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
PUT,/social-events/events/{eventId}/promo-codes/{codeId},authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/promo-codes/{codeId}/validate,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/refunds,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/refunds/{refundId}/approve,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/refunds/{refundId}/reject,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/rsvps,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > RsvpRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:415
POST,/social-events/events/{eventId}/rsvps,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > RsvpRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:415
GET,/social-events/events/{eventId}/ticket-orders,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/ticket-orders,authenticated-root,social.ticket-checkout,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/ticket-orders/{orderId}/refund,authenticated-root,social.ticket-checkout,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
PUT,/social-events/events/{eventId}/ticket-orders/{orderId}/status,authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/ticket-tiers,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/ticket-tiers,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
PUT,/social-events/events/{eventId}/ticket-tiers/{tierId},authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/tickets,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/tickets/{ticketId}/qr,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/tickets/{ticketId}/transfer,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/tickets/{ticketId}/transfers,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/tickets/check-in,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/events/{eventId}/waitlist,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/waitlist,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
DELETE,/social-events/events/{eventId}/waitlist/{entryId},authenticated-root,social.events,delete,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/events/{eventId}/waitlist/{entryId}/notify,authenticated-root,social.events,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/me/city-subscriptions,authenticated-root,social.events,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventCitiesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:379
PUT,/social-events/me/city-subscriptions,authenticated-root,social.events,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > EventCitiesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:379
POST,/social-events/stripe/create-payment-intent,authenticated-root,social.ticket-checkout,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/stripe/webhook,public-root,social,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > StripeWebhookAPI,tdf-hq/src/TDF/API.hs:501
GET,/social-events/ticket-orders,authenticated-root,social.tickets,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/ticket-transfers/{transferCode}/accept,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
POST,/social-events/ticket-transfers/{transferCode}/cancel,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > TicketsRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:441
GET,/social-events/venues,authenticated-root,social.venues,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > VenuesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:400
POST,/social-events/venues,authenticated-root,social.venues,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialEventsAPI > VenuesRoutes,tdf-hq/src/TDF/API/SocialEventsAPI.hs:400
POST,/social-sync/social-sync/ingest,authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialSyncAPI,tdf-hq/src/TDF/API/SocialSyncAPI.hs:11
GET,/social-sync/social-sync/posts,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialSyncAPI,tdf-hq/src/TDF/API/SocialSyncAPI.hs:11
GET,/social/followers,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/social/following,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/social/friends,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
DELETE,/social/friends/{partyId},authenticated-root,social,delete,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
POST,/social/friends/{partyId},authenticated-root,social,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/social/profiles,authenticated-root,profile.detail,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/social/profiles/{partyId},authenticated-root,profile.detail,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/social/suggestions,authenticated-root,social,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
POST,/social/vcard-exchange,authenticated-root,social.vcard,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > SocialAPI,tdf-hq/src/TDF/API.hs:134
GET,/stubs/access/login-options,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > AccessStubAPI,tdf-hq/src/TDF/API/Future.hs:90
GET,/stubs/access/module-behaviour,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > AccessStubAPI,tdf-hq/src/TDF/API/Future.hs:90
GET,/stubs/access/session-policy,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > AccessStubAPI,tdf-hq/src/TDF/API/Future.hs:90
