surface,route-or-file,source,access-definition,devices,languages,required-states,evidence-status
registered-feature,social.venues,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception"",""Producer"",""LiveSessionsProducer"",""AandR""],""modulesAny"":[""Admin"",""CRM"",""Scheduling""]},""edit"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception"",""Producer"",""LiveSessionsProducer"",""AandR""],""modulesAny"":[""Admin"",""CRM"",""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/venueExplorer"",""documentedException"":""Venue administration currently has a native-first interface.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,social.venue.detail,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native-contextual"",""destination"":""/venueDetail"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,social.venue.create,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception"",""Producer"",""LiveSessionsProducer"",""AandR""],""modulesAny"":[""Admin"",""CRM"",""Scheduling""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception"",""Producer"",""LiveSessionsProducer"",""AandR""],""modulesAny"":[""Admin"",""CRM"",""Scheduling""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Reception"",""Producer"",""LiveSessionsProducer"",""AandR""],""modulesAny"":[""Admin"",""CRM"",""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native-contextual"",""destination"":""/createVenue"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,artist.profile.edit,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Artist"",""Artista""]},""view"":{""rolesAny"":[""Admin"",""Artist"",""Artista""],""recordScope"":""owner-or-admin""},""edit"":{""rolesAny"":[""Admin"",""Artist"",""Artista""],""recordScope"":""owner-or-admin""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native-contextual"",""destination"":""/editArtistProfile"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,studio.session.input-list,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""modulesAll"":[""Scheduling""]},""view"":{""modulesAll"":[""Scheduling""]},""export"":{""modulesAll"":[""Scheduling""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native-contextual"",""destination"":""/input-list/[id]"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,social.tickets,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{""recordScope"":""self""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/tickets"",""documentedException"":""Ticket wallet is native-first.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/eventos/:eventId/entradas,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{},""create"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native-contextual"",""destination"":""/ticketCheckout"",""documentedException"":""Native ticket checkout remains authenticated until it adopts the generated guest capability-token contract.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/eventos/:eventId/orden/:orderId,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{""recordScope"":""guest-capability""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""The guest lookup token is intentionally device-scoped; mobile has generated API types but no equivalent secure ticket tracker yet.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,label.contracts.create,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Artist"",""Artista""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Artist"",""Artista""]},""create"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Artist"",""Artista""]}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""security-concealed"",""destination"":""/contracts/NewContractScreen"",""documentedException"":""The existing screen is an unwired placeholder.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,label.contracts.detail,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Artist"",""Artista""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager"",""Artist"",""Artista""],""recordScope"":""owner-or-admin""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""security-concealed"",""destination"":""/contracts/ContractViewScreen"",""documentedException"":""The existing screen is an unwired placeholder.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,mobile.onboarding,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/onboarding"",""documentedException"":""Transient first-run flow; not included in feature search.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,technical.mobile-entry,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":""/"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/solicitudes-acceso,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{},""edit"":{""recordScope"":""requester""}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/access-requests"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/solicitudes-acceso/nueva,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{},""create"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/access-requests/new"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/solicitudes-acceso/revision,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAny"":[""Admin"",""Ops"",""Catalog""]},""view"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAny"":[""Admin"",""Ops"",""Catalog""]},""approve"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAny"":[""Admin"",""Ops"",""Catalog""]},""reject"":{""rolesAny"":[""Admin"",""Manager"",""StudioManager""],""modulesAny"":[""Admin"",""Ops"",""Catalog""]},""administer"":{""rolesAny"":[""Admin""],""modulesAll"":[""Admin""],""strictAdmin"":true}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""native"",""destination"":""/access-requests/review"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/login,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":""/auth"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/reset,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":""/auth"",""documentedException"":""Native reset is handled from authentication.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/oauth/google-drive/callback,tdf-hq/assets/feature-registry.json,"{""auth"":""optional"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/oauth/instagram/callback,tdf-hq/assets/feature-registry.json,"{""auth"":""optional"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/mezcla-mastering/pago-datafast,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/marketplace/pago-datafast,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/whatsapp/ok,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/inventario/scan/:token,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""signed-token"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/curso/:slug,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{},""submit"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Public courses are opened from shared links.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/inscripcion/:slug,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{},""submit"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Course registration is a shareable web flow.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/whatsapp/consentimiento,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{},""submit"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Consent links remain shareable web flows.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/privacidad,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Public privacy rights page.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/apelaciones,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{},""submit"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Public reputation appeals page.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/reputacion/como-se-calcula,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""external-web"",""destination"":null,""documentedException"":""Public explanation of contextual-reputation safeguards.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"Observed public arrival: Chromium production bundle, isolated actual backend/PostgreSQL17, es-EC,320/1280px; final84-case evidence/public-runtime-final.json: zero axe violations, horizontal overflow, page errors or HTTP5xx. Other roles/states/languages/native remain untested unless separately evidenced."
registered-feature,/merch/tiendas/:storeId,tdf-hq/assets/feature-registry.json,"{""auth"":""public"",""permissions"":{""discover"":{},""view"":{}},""scope"":""public"",""flag"":""merch.store_reviews"",""mobile"":{""kind"":""embedded"",""destination"":""/artistDetail"",""documentedException"":""Store summaries are embedded in the native artist profile; full review lists use responsive web during the pilot.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/merch/orden/:orderId/evaluar,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{""recordScope"":""self""},""submit"":{""recordScope"":""self""},""edit"":{""recordScope"":""self""}},""scope"":""self"",""flag"":""merch.store_reviews"",""mobile"":{""kind"":""native"",""destination"":""/merch/review"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/merch/vendedor/tiendas/:storeId/reputacion,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{""recordScope"":""managed""},""submit"":{""recordScope"":""managed""}},""scope"":""managed"",""flag"":""merch.seller_responses"",""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Seller moderation remains a responsive authenticated web workflow during the pilot.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
registered-feature,/merch/reputacion/preferencias,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{""recordScope"":""self""},""edit"":{""recordScope"":""self""}},""scope"":""self"",""flag"":""merch.store_reviews"",""mobile"":{""kind"":""native"",""destination"":""/merch/preferences"",""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,/admin/merch/reputacion,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{""rolesAny"":[""Admin""],""modulesAny"":[""Admin""]},""view"":{""rolesAny"":[""Admin""],""modulesAny"":[""Admin""]},""administer"":{""rolesAny"":[""Admin""],""modulesAny"":[""Admin""]}},""scope"":""all"",""flag"":""merch.moderation"",""mobile"":{""kind"":""web-only"",""destination"":null,""documentedException"":""Evidence-heavy moderation is a desktop workflow for the pilot.""}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventoried;runtime coverage pending unless evidence register names exact journey; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested. Manager arrival:198 isolated real-session/PostgreSQL17 cases,320/1280,dbf548172 bundle; zero axe/overflow/pageerror/5xx (evidence/manager-runtime-dbf.json). Other journey states remain separately pending. Additional initial arrival coverage: 19 role fixtures x320/1280 Chromium es-EC, actual isolated session/API; see evidence/remaining-role-arrivals.json. Denials included; actions/other states/native remain untested unless separately evidenced."
registered-feature,experimental.future-stubs,tdf-hq/assets/feature-registry.json,"{""auth"":""authenticated"",""permissions"":{""discover"":{},""view"":{}},""scope"":""none"",""flag"":null,""mobile"":{""kind"":""technical"",""destination"":null,""documentedException"":null}}",desktop;tablet;phone;native-where-mapped,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventoried;runtime coverage pending unless evidence register names exact journey
route-declaration,"""/""",tdf-hq-ui/src/routes/publicRoutes.tsx:64,"<Route path=""/"" element={<Navigate to=""/inicio"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/instagram""",tdf-hq-ui/src/routes/publicRoutes.tsx:65,"<Route path=""/instagram"" element={<Navigate to=""/tdf?utm_source=instagram&utm_medium=social&utm_campaign=instagram_profile"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/ig""",tdf-hq-ui/src/routes/publicRoutes.tsx:66,"<Route path=""/ig"" element={<Navigate to=""/tdf?utm_source=instagram&utm_medium=social&utm_campaign=instagram_profile"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/tdf""",tdf-hq-ui/src/routes/publicRoutes.tsx:67,"<Route path=""/tdf"" element={<PublicBranding><TdfPlatformPage /></PublicBranding>} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/comercio""",tdf-hq-ui/src/routes/publicRoutes.tsx:68,"<Route path=""/comercio"" element={<PublicBranding><CommerceHubPage /></PublicBranding>} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/commerce""",tdf-hq-ui/src/routes/publicRoutes.tsx:69,"<Route path=""/commerce"" element={<Navigate to=""/comercio"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/distribucion""",tdf-hq-ui/src/routes/publicRoutes.tsx:70,"<Route path=""/distribucion"" element={<PublicBranding><DistributionLandingPage /></PublicBranding>} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/distribution""",tdf-hq-ui/src/routes/publicRoutes.tsx:71,"<Route path=""/distribution"" element={<Navigate to=""/distribucion"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/sobre-tdf""",tdf-hq-ui/src/routes/publicRoutes.tsx:72,"<Route path=""/sobre-tdf"" element={<Navigate to=""/tdf"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/inicio""",tdf-hq-ui/src/routes/publicRoutes.tsx:73,"<Route path=""/inicio"" element={<PublicBranding><DirectorySearchPage /></PublicBranding>} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/buscar""",tdf-hq-ui/src/routes/publicRoutes.tsx:74,"<Route path=""/buscar"" element={<PublicBranding><DirectorySearchPage /></PublicBranding>} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
